level of chapter,level,normal words,bonus words,5 coins word,25 coins word
10,3994,all - lap - law - low - owl - pal - paw - pow - opal - pall - plow - poll - wall - allow - wallop,,,
11,3995,gel - leg - lug - glue - luge - guzzle,,,
12,3996,ace - ape - can - cap - nap - pan - pea - pen - cake - cape - nape - neck - pace - pack - pane - peak - peck - apace - pecan - pancake,,,
13,3997,duet - dupe - duty - type - typed - deputy,,,
14,3998,ion - moo - nit - not - tin - ton - too - into - mint - mono - moon - moot - onto - toon - motion,,,
15,3999,elm - emu - let - met - lute - melt - mule - mull - mute - tell - mullet,,,
16,4000,ale - ban - boa - lab - lob - nab - one - aloe - bale - bean - bola - bone - lane - lean - lobe - noel - alone - banal - noble - abalone,,,
1,4001,dash - show - soda - wads - wash - whoa - shadow,,,
2,4002,owe - sew - sow - vow - woe - lose - love - slew - sole - vole - wove - solve - vowel - wolves,,,
3,4003,here - thee - tree - ether - teeth - there - three - tether,,,
4,4004,airs - ears - eras - ires - rave - rise - save - sear - sire - vase - visa - vise - arise - raise - saver - varies,,,
5,4005,cop - mop - come - comp - cope - lope - mole - poem - pole - compel,,,
6,4006,also - laws - lows - owls - slaw - slow - wows - sallow - wallow - swallow,,,
7,4007,dirt - drip - drop - port - prod - riot - trio - trip - trod - tripod,,,
8,4008,her - hug - rue - rug - she - sue - use - gush - huge - ruse - rush - sure - urge - user - huger - shrug - surge - usher - gusher,,,
9,4009,due - duh - fed - hue - feud - huff - huffed,,,
10,4010,evil - heel - hive - lice - live - veil - vice - vile - chile - chive - leech - vehicle,,,
11,4011,bee - bye - eel - elf - eye - fee - fly - lye - beef - feel - flee - beefy - feebly,,,
12,4012,ever - feed - free - reef - veer - defer - fever - freed - feeder - veered - fevered,,,
13,4013,lip - pit - pup - put - tip - pulp - pupil - tulip - pulpit,,,
14,4014,are - ark - ear - era - err - acre - care - race - rack - rake - rare - rear - carer - creak - racer - rerack,,,
15,4015,age - egg - gag - gee - nag - gang - gene - engage,,,
16,4016,ail - air - arc - car - cay - cry - icy - lay - ray - airy - clay - lacy - lair - liar - racy - rail - circa - lyric - acrylic,,,
1,4017,bet - bus - but - set - sub - tub - best - bust - stub - tube - buses - subset,,,
2,4018,cur - err - rue - crud - curd - cure - rude - crude - cured - recur - cruder,,,
3,4019,inn - ion - mow - now - own - win - won - mown - minnow,,,
4,4020,cod - doc - doe - led - odd - ode - old - clod - code - coed - cold - dole - lode - coded - doled - coddle - coddled,,,
5,4021,arts - rats - star - stat - tart - start - strata,,,
6,4022,due - duh - hue - cued - deck - duck - duke - check - chuck - chucked,,,
7,4023,cub - cue - cut - beck - buck - cube - cute - tuck - bucket,,,
8,4024,bed - bid - did - ire - red - rib - rid - bide - bird - bred - brie - died - dire - ride - bride - dried - bidder,,,
9,4025,ban - bar - bra - bun - nab - nub - ran - rub - run - urn - barn - bran - burn - urban - auburn,,,
10,4026,rye - see - yen - yes - seen - seer - sync - scene - scree - sneer - screen - scenery,,,
11,4027,ask - sea - sue - use - sake - quake - squeak,,,
12,4028,ads - eel - lad - sad - dale - deal - ease - else - lead - sale - seal - seed - sled - eased - easel - lease - leased - sealed,,,
13,4029,ale - awe - aye - ewe - law - way - wee - yea - yew - leeway,,,
14,4030,got - nor - not - rot - son - ton - snot - song - sort - tong - torn - snort - strong,,,
15,4031,ill - lie - isle - sell - sill - lilies,,,
16,4032,bit - bot - chi - cob - cot - hit - hot - the - tic - tie - bite - both - cite - echo - etch - itch - tech - botch - ethic - biotech,,,
1,4033,cues - cuss - sues - suns - uses - census,,,
2,4034,can - cay - con - coy - hay - ova - vac - van - yon - achy - ahoy - cyan - navy - nova - havoc - nacho - anchovy,,,
3,4035,gut - hag - hat - hug - hut - tag - tau - tug - taut - that - thug - taught,,,
4,4036,elf - fly - fry - ire - lie - lye - ref - rye - fife - file - fire - iffy - life - rife - riff - rile - fiery - flier - rifle - firefly,,,
5,4037,desk - dike - disk - kids - kiss - side - skid - skis - skies - kissed,,,
6,4038,disc - docs - odds - rids - rods - disco - droid - sordid - discord,,,
7,4039,and - any - day - dry - lay - nay - rad - ray - darn - lady - land - lard - nary - yard - yarn - randy - lanyard,,,
8,4040,cur - err - her - hue - she - sue - use - cure - ruse - rush - such - sure - user - crush - curse - recur - surer - usher - rusher - crusher,,,
9,4041,jag - jar - jug - rag - rug - ajar - aura - jaguar,,,
10,4042,acne - ante - cane - cent - neat - teen - eaten - enact - canteen,,,
11,4043,card - coda - cord - croc - orca - road - accord,,,
12,4044,let - per - pet - rep - tee - leer - peel - peer - pelt - pert - reel - tree - leper - repel - tepee - peeler - replete,,,
13,4045,dud - due - dug - dude - judge - judged,,,
14,4046,deer - drew - reed - weed - were - wide - wire - drier - erred - rider - weird - wider - wired - weirder,,,
15,4047,hers - lyre - refs - rely - self - flesh - flyer - fresh - shelf - freshly,,,
16,4048,rein - rent - rite - tent - tern - tier - tine - tint - tire - inert - inter - trite - tinier - nitrite,,,
1,4049,den - dun - end - duke - dune - dunk - juke - junk - nude - nuke - junked,,,
2,4050,elf - flu - hue - fell - flue - fuel - full - hell - help - hull - pull - helpful,,,
3,4051,led - duel - dupe - pled - puzzle - puzzled,,,
4,4052,elk - ice - ilk - ire - lie - lice - lick - like - rice - rile - clerk - click - crick - relic - circle - cleric - clicker,,,
5,4053,hop - hot - opt - pot - pro - pry - rot - thy - top - toy - try - port - typo - trophy,,,
6,4054,ago - gal - goo - lag - log - nag - goal - goon - loan - logo - long - loon - along - anglo - lagoon,,,
7,4055,ore - toe - rote - tore - error - retro - terror,,,
8,4056,bell - bile - bill - blue - bull - ills - isle - lies - lube - sell - sill - libel - bullies,,,
9,4057,aid - air - fad - far - fir - rad - rid - afar - arid - fair - raid - afraid,,,
10,4058,all - bay - buy - lab - lay - ably - ally - ball - lull - bully - lullaby,,,
11,4059,ego - rig - sir - goes - gore - ogre - rise - rose - sire - sore - orgies,,,
12,4060,gas - nor - oar - ran - sag - son - rang - roan - sago - sang - snag - soar - song - argon - arson - groan - organ - sonar - sarong,,,
13,4061,cop - cue - cup - clue - cope - coup - lope - pole - coupe - couple,,,
14,4062,arm - lam - mar - ram - loam - oral - roam - alarm - aroma - molar - moral - amoral,,,
15,4063,dew - ewe - wed - wee - deed - weed - weeded,,,
16,4064,rue - rut - set - sue - use - rest - ruse - rust - sure - test - true - user - strut - trust - utter - truest,,,
1,4065,aunt - auto - coat - taco - tuna - unto - count - account,,,
2,4066,pep - per - pry - rep - yep - prey - pyre - peppy - pepper - preppy - peppery,,,
3,4067,cur - few - fur - ref - crew - cure - curfew,,,
4,4068,her - hoe - hue - our - core - cove - echo - euro - hero - hour - ouch - over - rove - chore - cover - curve - hover - ocher - ochre - voucher,,,
5,4069,den - din - end - nix - dine - jinx - index - nixed - jinxed,,,
6,4070,harm - hart - mart - math - thaw - tram - warm - wart - wham - what - wrath - warmth,,,
7,4071,eel - led - red - deer - leer - reed - reel - elder - leered - reeled,,,
8,4072,add - ads - ale - dad - lad - sad - sea - dale - dead - deal - lead - sale - seal - sled - added - addle - addled - saddle - saddled,,,
9,4073,ill - oil - cell - coil - cello - collie,,,
10,4074,amen - dame - dean - deem - made - mane - mead - mean - mend - name - need - amend - named - demean,,,
11,4075,eye - hey - see - she - shy - yes - cheesy,,,
12,4076,ape - app - are - ear - era - err - pap - pea - rap - pear - peep - peer - prep - rare - reap - rear - paper - rapper - reaper - prepare,,,
13,4077,ark - aye - key - ray - rye - yak - yea - area - rake - year - kayak - kayaker,,,
14,4078,act - arc - art - car - cat - rat - tar - vac - vat - cart - carat - cravat,,,
15,4079,cry - cut - try - curt - cyst - crust - rusty - crusty - curtsy,,,
16,4080,ace - ail - chi - ice - lie - ache - chic - each - hail - hale - heal - lace - lice - cache - chile - leach - cliche - chalice,,,
1,4081,gum - guy - gym - mug - pug - pus - spy - sum - sup - ups - yum - yup - smug - sump - gypsum,,,
2,4082,dour - drop - duly - lord - loud - ploy - poly - pour - prod - your - proud - proudly,,,
3,4083,sue - sun - use - lane - lean - lens - sane - unseal,,,
4,4084,are - art - ear - eat - era - get - rag - tag - tea - area - gate - gear - rage - rate - tart - tear - grate - great - treat - target,,,
5,4085,let - rue - rut - vet - lure - lute - rule - true - vulture,,,
6,4086,dale - dead - deal - land - lead - lend - addle - laden - landed,,,
7,4087,dip - dry - pry - rid - rip - drip - drippy,,,
8,4088,ego - foe - fog - for - fro - fry - ore - fore - frog - gore - gory - grey - ogre - yore - ferry - forge - foyer - fryer - forgery,,,
9,4089,fit - its - set - sit - tie - tis - yet - fist - sift - site - yeti - feisty,,,
10,4090,dice - dips - disc - epic - iced - ices - pics - pies - side - spec - sped - spice - spied - spiced,,,
11,4091,elf - elk - ilk - file - lick - life - like - fleck - flick - fickle,,,
12,4092,air - ash - has - his - ran - sin - sir - van - via - hair - rain - rash - shin - vain - visa - ravish - vanish - varnish,,,
13,4093,melt - mole - molt - mote - tome - motel - motley,,,
14,4094,drug - dues - reds - rude - rugs - ruse - sued - sure - urge - used - user - surge - urged - surged,,,
15,4095,mint - tiny - unit - minty - unity - mutiny,,,
16,4096,aim - bag - bam - big - gal - lab - lag - lam - mag - mil - bail - balm - blam - gala - glam - glib - lamb - limb - mail - mailbag,,,
1,4097,not - opt - pot - ton - too - top - noon - onto - toon - pontoon,,,
2,4098,rout - tort - tour - tout - trot - your - trout - tutor - tryout,,,
3,4099,its - set - sis - sit - sue - tie - tis - use - site - suit - issue - suite - tissue,,,
4,4100,den - dud - due - duh - dun - end - hue - red - run - urn - dude - dune - herd - nerd - nude - rend - rune - under - hundred,,,
5,4101,goo - got - rot - tot - root - toot - grotto,,,
6,4102,ale - bar - bra - ebb - able - babe - bale - barb - bare - bear - earl - real - blare - rabble,,,
7,4103,arc - cab - car - fab - far - fir - rib - carb - crab - crib - fair - fabric,,,
8,4104,ail - can - con - ion - nil - oil - clan - coal - coil - coin - cola - icon - lain - lion - loan - loin - nail - calico - oilcan - conical,,,
9,4105,bust - busy - buts - buys - stub - tubs - tubby - stubby,,,
10,4106,ant - hat - hit - nit - tan - tin - anti - hint - than - thin - tahini,,,
11,4107,bob - boy - sob - son - soy - yon - bony - nosy - snob - snobby,,,
12,4108,pier - pure - ripe - view - wipe - wire - viper - wiper - purview,,,
13,4109,hen - her - ire - heir - here - hire - rein - herein,,,
14,4110,bee - buy - bye - cub - cue - eek - eke - eye - key - beck - buck - cube - yuck - buckeye,,,
15,4111,all - are - ear - era - rue - lure - rule - allure - laurel,,,
16,4112,ads - aid - sad - sea - via - vie - aide - avid - dive - idea - said - save - side - vase - vied - visa - vise - aside - saved - advise,,,
1,4113,act - cat - cut - sac - sat - tau - cast - cactus,,,
2,4114,den - din - dye - end - ink - kid - kin - yen - yin - deny - dike - dine - dink - inky - kind - dinky - inked - kidney,,,
3,4115,err - fee - ref - feet - fete - free - fret - reef - freer - refer - ferret,,,
4,4116,elf - flu - fur - rut - felt - flue - fuel - left - lute - true - turf - flute - ruffle - fretful - truffle,,,
5,4117,air - awe - axe - raw - war - wax - wear - waxier,,,
6,4118,eel - let - per - pet - rep - tee - leer - peel - peer - pelt - pert - reel - tree - leper - repel - pretzel,,,
7,4119,ray - way - wry - airy - away - awry - wary - wiry - airway,,,
8,4120,bury - bush - hubs - rubs - ruby - rush - brush - burbs - bushy - hubby - shrub - brushy - shrubby,,,
9,4121,ago - gal - lag - log - nag - gall - goal - long - along - anglo - gallon,,,
10,4122,bone - bore - born - lobe - lone - lore - noel - robe - role - borne - loner - noble - nobler,,,
11,4123,gel - gnu - gun - jug - leg - lug - glen - glue - luge - lung - lunge - jungle,,,
12,4124,bide - bile - bled - deli - dice - iced - idle - lice - lied - bleed - celeb - belied - edible - decibel,,,
13,4125,emu - mum - rem - rum - sum - muse - ruse - sure - user - serum - summer,,,
14,4126,opal - oral - plop - pour - prop - pulp - polar - poplar - popular,,,
15,4127,code - coed - coke - deck - dock - coded - docked,,,
16,4128,see - sue - use - cede - cued - scud - seed - sued - used - deuce - suede - seduce - succeed,,,
1,4129,cod - doc - doe - ode - come - demo - dome - mock - mode - mocked,,,
2,4130,peep - pest - pets - seep - step - tees - steep - steppe,,,
3,4131,ace - ads - cad - sac - sad - aced - case - cascade,,,
4,4132,elm - lot - met - ore - rot - toe - melt - mole - molt - more - mote - rote - term - tome - tore - metro - motel - merlot,,,
5,4133,hint - then - thin - tine - thine - zenith,,,
6,4134,how - nor - not - now - own - row - ton - tow - two - who - won - horn - torn - town - worn - north - thorn - throw - worth - thrown,,,
7,4135,git - hit - rig - thy - try - grit - girth - right - righty,,,
8,4136,dew - did - eel - ewe - led - lid - lie - wed - wee - deed - died - lewd - weed - weld - wide - wild - idled - wield - welded - wielded,,,
9,4137,ail - air - arc - car - lair - liar - rail - racial,,,
10,4138,ale - all - fan - fen - fall - fell - flan - flea - lane - leaf - lean - fallen,,,
11,4139,cry - eye - hey - rye - cheer - cheery,,,
12,4140,are - ash - ear - era - has - her - sea - she - ease - hare - hear - here - rash - sear - seer - erase - share - shear - sheer - hearse,,,
13,4141,can - con - calf - clan - coal - cola - foal - loaf - loan - focal - falcon,,,
14,4142,fit - its - set - sit - tie - tis - fife - fist - sift - site - stiff - fifties,,,
15,4143,net - ten - next - teen - tent - text - tenet - extent,,,
16,4144,dow - dry - low - old - owl - rod - wry - doll - lord - roll - word - yowl - dolly - dowry - droll - lowly - rowdy - wordy - world - worldly,,,
1,4145,ill - dill - idly - lily - will - wily - idyll - wildly,,,
2,4146,bib - big - bin - bio - bob - bog - gin - ion - bong - bingo - gibbon,,,
3,4147,ail - lax - lox - oil - coax - coil - axial - coaxial,,,
4,4148,rue - rut - see - sue - tee - use - rest - ruse - rust - sure - tree - true - user - queer - quest - reset - reuse - steer - terse - request,,,
5,4149,ice - men - one - coin - come - cone - icon - mice - mine - nice - omen - once - mince - income,,,
6,4150,atop - coat - jack - jock - pack - pact - tack - taco - jackpot,,,
7,4151,fir - ire - ref - fire - fret - rife - rift - rite - tier - tire - trite - fitter,,,
8,4152,are - ark - awe - ear - eek - eke - era - ewe - raw - war - wee - rake - reek - wake - weak - wear - week - were - wreak - weaker,,,
9,4153,hum - mum - yum - chum - much - chummy,,,
10,4154,desk - does - dose - dote - dots - toes - stoke - stoked,,,
11,4155,bed - bod - boy - bye - doe - dye - mob - ode - bode - body - demo - dome - mode - obey - embody,,,
12,4156,eve - red - deer - ever - reed - seed - veer - serve - sever - verse - served - versed,,,
13,4157,germ - grim - mere - mire - grime - merge - regime,,,
14,4158,air - bar - bra - err - rib - bare - bear - brie - rare - rear - briar - rarer - barrier,,,
15,4159,gait - gilt - tail - gaily - laity - agility,,,
16,4160,apt - art - oar - oat - opt - par - pat - pro - rat - rot - tar - top - part - port - rapt - roar - tarp - trap - parrot - raptor,,,
